#1.2											
17256	10										
NAME	Description	s516	s518	s519	s520	s521	s522	s523	s525	s526	s527
CROCCL1	CROCCL1	8.95863820158493	8.76088792756372	8.03852570095605	7.81519192694033	8.1517208079035	8.72259159761065	9.00557469611636	8.7841226971846	8.17616584287356	9.38395736282914
BRE	BRE	7.92107365499204	8.13446439337244	8.69444684299808	8.25899007376382	8.43426514546452	8.06844586031966	8.25902629105356	9.0753985184528	8.4340176932703	7.95768110476882
SRPX	SRPX	7.03207734905233	6.57327989774837	7.71590544959512	10.5415583284971	6.07302196069288	9.09343158865884	8.76252873908647	8.36381045816822	6.78213739079627	4.98665669434524
FGF10	FGF10	4.11393956130902	4.08538330720542	3.84959141259052	4.30645711816753	3.82025308655544	4.39292162689587	3.82366791790861	4.22048756209581	3.90826351025145	4.04582164019063
SDC3	SDC3	5.99503725584498	6.62879794006503	7.00125320906191	6.58515705730765	6.92123413695752	6.23119817777671	6.52389786636279	6.41725248245312	6.77928462394674	7.0988240402372
ZRSR1	ZRSR1	4.86274271719229	4.89753658392699	4.66903047340755	4.33928500781794	4.42486978916414	4.54258628228043	4.03994063600412	4.66742766105181	4.51917382939284	4.75503720847824
SOX6	SOX6	4.54642020278415	4.43641494506594	5.0639243024475	4.33434162700951	4.46364472687435	4.37042095561746	4.81393743167009	4.29750013630479	4.34887994678494	5.04722378213613
RPUSD2	RPUSD2	7.43328820063535	6.68687610175996	7.18433495851395	6.50717255635511	6.77081348309358	6.83328466338264	6.77309774474299	6.8448272839745	7.06721687366458	6.46694660307172
C14orf173	C14orf173	5.68114617082564	5.31980826234144	5.67141764389858	5.34908046673227	5.08035367983722	5.78260635541449	5.18531071127791	5.2422582684345	5.48889140646226	5.7710026662454
MAPK11	MAPK11	5.19389603169019	5.35781064333991	5.62509723195559	5.43247805582982	5.13632045482315	5.22120726904027	5.09269859759366	5.42487990988988	5.16638117309201	5.17811666264652
TBC1D22A	TBC1D22A	7.63399173883885	8.18497897794075	7.90356957474765	7.8666611846819	7.77905854000543	7.64161631095223	7.4163935898736	7.80090009735329	8.1966960689326	7.91885468644241
FAM123A	FAM123A	4.25534804049163	4.47469556563446	4.37722602270946	4.29128960045427	4.28535565050059	4.11473443160988	4.25178504576791	4.35689264866201	4.33261026125895	4.37346007311162
COL4A6	COL4A6	4.18953850217059	4.10470623918566	4.41706946152611	4.74436916417175	4.51858136525722	4.48774547571681	4.96250693984246	4.42904132077874	4.54891313490816	4.36068074081751
TOMM70A	TOMM70A	8.42954491566107	9.04047819516631	9.12949150381813	8.42551942137383	9.16823185187812	8.15237444218303	8.40938925273007	9.2595552185675	8.74268052550915	9.04803646703902
NAB1	NAB1	8.89626504433067	8.64071349431415	8.54977585653497	7.55117513928227	8.10219983753464	8.04568984873024	7.97920152933616	7.86136155500701	7.94984603111553	8.97752100665277
MGC16385	MGC16385	6.14770505964007	6.76139235928046	6.70858622059711	6.35176286178466	7.24424710110814	5.79113774392883	6.40773286409069	5.75296143817295	5.56626974546482	5.7322440383108
TSPAN18	TSPAN18	5.53968976622978	5.32957108563617	5.2952775073812	5.77885758016656	5.04892583555184	5.73926732707352	5.90740305874273	5.45759818223461	5.1941765657077	4.91933045410951
MED31	MED31	6.29179910591242	6.45148833302218	6.38137263963115	6.26696264018134	6.0936396799232	6.176711881896	7.70447054120145	6.33555691373725	6.23188766697681	6.29515500991035
CAPSL	CAPSL	4.14939144461063	9.57612389281076	6.61053917381221	5.84140675165453	8.82232925477724	3.93366409411511	4.95902654228881	5.36431836984476	6.24999156596758	9.32714732803562
ZNF532	ZNF532	8.60876331975747	8.51503939405092	9.46399288511449	9.0600685262455	8.78690163119937	9.27937366995861	8.97622672143088	8.46072259929307	8.62854488380414	7.97313757571191
PLG	PLG	4.82230328584838	4.84123598714372	4.87510550096459	4.67490623246441	4.75055887431026	4.69139913677837	4.79785018892027	4.63569432145442	4.40832118792712	4.57266229811157
ASB14	ASB14	4.40880913709666	4.49804888183403	4.19575847170047	4.11538360290293	3.89191735542632	4.06496572182373	3.93072750350501	4.38265938010642	4.11812332209572	4.4479742252322
CA8	CA8	6.91350741650224	6.36142859947484	4.60598198902364	4.81517628791249	7.14490931808415	5.86570731653765	7.67325299527888	7.01809573164365	4.67127531122031	5.44590901667402
NUDT16P	NUDT16P	7.13209975883343	7.58607342477664	5.83459256671501	6.45869109020736	8.50595446986446	4.86271708732539	7.99189140533592	6.71770821458742	6.81410177406164	8.3726973073539
SLFN11	SLFN11	7.59076212164582	6.97435804435771	6.65626718471789	8.066500822258	6.38643089565392	7.9712855925433	8.07344469522848	8.02458780245772	8.08965300579299	7.7063904112906
NOL7	NOL7	11.2918021966816	10.3966848646963	11.1236176685898	10.2141332146869	9.89174699767093	10.1928538497742	10.8372119450983	10.2069180672108	10.7237485282134	10.8856174380517
BRMS1L	BRMS1L	6.1790167246606	6.68683261918216	6.67850998589422	6.20351543988984	6.22969354629116	6.43012377510147	7.21984960488044	6.32581955594901	5.87696736247952	6.95536398826339
JARID1A	JARID1A	6.06142442855708	7.07264325800078	6.76885397391764	6.6771490520786	7.45699741885044	6.26425473707888	7.61840790796687	7.4804984620657	7.31573693756406	7.14480789765398
PANK2	PANK2	9.3577285067464	9.00103083960725	7.84321816384614	8.91813186697201	9.3353467354006	9.88379831010555	9.23936835855623	9.20820294695855	9.27238332349234	10.234473646366
ICAM3	ICAM3	7.52023056243969	7.81400160568892	7.5694069209159	8.74219582868684	8.36328378369462	8.4221932490409	6.82112534186065	7.93759284123153	8.14442175034316	8.61337357309231
MDS1	MDS1	6.65438724591011	6.1400642915484	6.0786567304761	6.06020808322716	6.23543229747263	5.74299561959124	6.51718710665741	7.85454161042113	6.64437155035757	7.47643238462778
TAF8	TAF8	6.05741354903061	5.57866510376907	5.1482452152925	5.41659396227915	5.55380633066791	5.12719381247402	5.48522053151627	5.44678925869285	5.45055772071857	5.72001384552764
RNF139	RNF139	11.3178938002716	10.0793309640081	10.4355614118046	9.94796887870002	10.9600400357371	10.5763623215788	9.15931411122772	8.88365150623998	9.7383116589668	9.32438837469448
ZNF594	ZNF594	6.03442419699093	5.17918275612803	5.40832650106113	5.54613107436523	6.19815154450326	5.6278693677431	7.58167595524905	5.92446640185986	5.44765748861986	5.96557610734591
ADAM8	ADAM8	6.03803063143472	5.87299935623773	5.89466698878976	5.71437790874983	5.7555474588252	5.64700193887866	5.62701670452795	5.88181832301841	7.53485913154398	6.342185377119
SFTPC	SFTPC	5.80903877933263	5.9402360707104	5.92332231636597	5.57860660299636	5.61992049656843	5.53487396983131	5.5163662327204	5.83519180310324	5.77672839349093	5.73029453453927
MAN2B2	MAN2B2	7.51311180147937	7.35288654125285	8.30483312448575	8.14680155437828	8.06836549132082	8.35958603927016	7.22751811739856	7.85495358310407	8.17386162094355	8.36638972158959
RGS12	RGS12	4.89555217061623	4.77214580432897	4.92307390792642	4.66710623493028	4.81932036439418	4.85520268771251	4.6233703673134	4.86103350383917	4.86953623681891	4.95941009090947
EIF1AY	EIF1AY	3.62157291234155	3.60344897885415	3.72290235664093	3.48604150961207	3.43828182941645	3.52910594098589	3.63038367529418	3.62080152094052	3.51060386127962	3.67348776300034
LRRIQ1	LRRIQ1	4.0057674175433	4.67435263379117	4.26942321031569	4.34616485204873	4.06037220211973	3.82719508199427	3.85503430911734	4.35021918841548	4.84105012938306	4.7673729191695
CCDC21	CCDC21	6.68488535080709	7.21978654680971	7.08585688423732	6.44635829246021	6.42562915881616	6.34804759238505	7.37785815287867	6.85910449382728	6.57957167761828	7.30601216626914
PRRG3	PRRG3	5.27801450531051	5.46822354472519	5.44709558919606	5.62618426235519	5.22706444700851	5.09316139595978	5.42192304951954	5.59204122488711	5.33685383517784	5.20825356211751
SAA4	SAA4	5.34635587457285	5.8437559504746	5.33930023310204	5.46798545540178	6.00800794795151	5.23387913810794	5.1806291404275	5.58810669848742	6.30950327666751	5.65037348548587
RAPGEF5	RAPGEF5	7.59406246520174	8.22541251649112	6.25541057180303	8.05461690312235	7.11232320888606	7.18404130160987	7.60373793751548	7.01535396551451	7.3823178129159	7.99687168599405
ZCCHC2	ZCCHC2	6.46059487796192	6.48143879165207	6.39824501812211	6.4550240129199	6.31629327238075	6.05678653298772	5.63843635592324	6.09743758844864	6.69393790362437	6.27404395301374
MGC39372	MGC39372	5.75643762137893	4.64373565929826	4.64697997288016	5.9122112255606	5.04932278122233	4.53853293961032	4.59186345562025	5.09424234659471	5.94328451362991	5.45333029922574
PPP4R2	PPP4R2	9.02369412606394	7.86606346334724	7.79972775775739	7.95680134718209	9.35541817807668	8.58359665609863	7.86892520361276	8.66681333691844	8.79618728426333	8.55899774426153
CDCA2	CDCA2	6.99117312988991	6.31001998654785	6.6381885208762	5.447948127352	6.14857402137867	5.59403420924929	6.98218919496638	5.54226390749888	6.010102578567	5.91357708004511
PTGFRN	PTGFRN	8.11184789692225	8.77726013187406	8.48035854937489	8.63097317093822	8.4893518762356	9.11751739346793	8.76981424103381	8.42237048784376	8.19418693810629	8.80712542981154
SIGLEC5	SIGLEC5	5.03180601543735	5.27388720776856	5.13504930882516	5.02245705074309	4.73695926519077	5.10717396546106	4.77598204345409	5.08967240012034	5.53790288741178	5.31295536357153
C19orf61	C19orf61	6.73176918142443	6.78002395963035	7.2100022670026	6.66596658795858	6.2965411189201	6.51879228445321	7.039208738536	6.72766488517839	6.97116786752244	7.17924244987219
NMUR2	NMUR2	5.52135410397187	5.99321759680914	5.67119420339081	5.32845429336004	5.38821546145983	5.3097459757574	5.4778837364423	5.69345207534036	5.4901833636822	5.76903513867424
KIAA1586	KIAA1586	6.36022648020949	4.08981461722168	4.77039088110184	4.88323888408441	5.70485444533198	5.01451465249475	5.94785378245978	5.07077674459167	4.19475204594367	4.59523266415018
DAGLA	DAGLA	5.52435435410074	5.63188432134244	5.5240696193323	5.49216052269005	5.30443488281833	5.35576671048116	5.84624042992823	5.52190099384203	5.59728991176428	5.65192299844211
CHCHD6	CHCHD6	7.5529386312089	7.32137007526375	7.39873442981465	6.9386196145527	8.27002379170058	6.52455092104046	7.84055301502395	8.3069366891127	6.92267821624376	7.88831349821774
GPR32	GPR32	4.56312922538779	4.95296176797171	4.82403653692133	4.42783941610562	4.59895106418688	4.32762281236709	4.5616379086939	4.59343124573059	4.54828042659497	4.7009714434159
NEUROD6	NEUROD6	5.27719416228753	5.59019114730226	5.52688460043544	5.1592911647498	5.10211684067237	5.19487630991727	5.12071517895068	5.50337483989581	5.18338398984762	5.35428812836728
SLC2A4RG	SLC2A4RG	6.25340230887041	6.26580630869086	7.7220393193217	6.41872546397562	6.58135702646392	6.4122050470617	6.43832815645651	6.69387921736544	6.48489110003306	6.34839304668625
FBXL3	FBXL3	10.4029165515002	9.85486372374867	10.120851047351	10.1615186584175	9.99861935078427	9.88574998729828	10.3305190711996	9.46479176021618	10.0234772195131	9.30036764344154
CA5B	CA5B	5.53373845929232	5.83167913449501	5.89752042770972	5.62417966360047	5.7129261843818	5.27767774156201	6.41878194359136	6.40461147659959	5.35953738147749	5.39254357042864
MPHOSPH9	MPHOSPH9	6.32615967308408	5.62016085982118	6.64055541296198	5.38224576872049	5.15741016094425	5.35135701201251	5.64703203175366	5.9613631381258	5.55102031734862	6.06119268149091
HMG2L1	HMG2L1	8.76639009632287	8.26715801112953	8.06327509091473	7.90033662982185	7.79765568848025	7.69584348394818	7.9733839944223	8.09971780314695	8.52118945731028	8.39114602394347
HCN4	HCN4	4.83459603847121	4.87544555505628	4.74420838745736	4.72110117098927	4.58374939849681	4.68313308708976	4.67613722250313	4.65871531414903	4.88006354677495	4.78448927771394
CEACAM19	CEACAM19	6.50896343697643	6.596415109586	6.67024735613166	6.30409461937863	6.51716078920282	6.35276318270579	6.7608013517442	6.40105566601177	6.49888304072046	6.66912846748896
SH2D4B	SH2D4B	4.08430607808867	4.56350422856014	4.35860948644144	4.13610184110884	4.33298687533488	4.24603148996691	4.43995855508238	4.45824789251062	4.17328598133238	4.23754419589371
HFE2	HFE2	4.14468733495362	4.34112718779916	4.1866078684095	4.01735606330061	3.9688812028967	4.06222058997737	3.94128577442891	4.32317504920281	3.78072507680053	4.25558129441599
TGM4	TGM4	4.37858605013342	4.38969461415545	4.42754955677251	4.15501459761691	4.28352630068368	4.27847540659655	4.19704717330006	4.3928890126231	4.35073514354693	4.2268499029081
TBC1D15	TBC1D15	8.1658325890365	8.6149491679562	8.45341709200678	8.47312206515916	7.80752915453054	8.57204269867865	7.96334247627385	8.1286597351316	8.74105854212222	8.39428408736613
MRPS21	MRPS21	10.3031405346142	10.2951313221284	9.65469305565297	9.96861582226686	10.8915877441022	10.2498991505465	10.1973579944021	10.585077151266	9.912454841205	9.23664431278963
NONO	NONO	10.4731052150721	10.0587518032691	10.5847082879675	9.68718418155263	10.3824048945034	10.3478347664919	10.5848189453932	9.5657219926738	10.0276765626961	9.60557661279907
CLEC5A	CLEC5A	6.67033057049217	5.65986483782356	6.10240730880326	5.8184326808155	6.27941858970392	6.08841235854772	4.17273681296097	5.36381714061912	7.92789024154842	6.95680825836354
ITCH	ITCH	7.12336222854798	7.12070964271427	7.23869540855779	6.87902471128452	7.21441606711692	6.84088642800157	6.91132496198647	7.11972337916781	7.20302472456784	8.24074286464693
MGAT3	MGAT3	5.95962260865812	5.97082893776494	5.99185266356949	5.64157232455422	5.70644690449674	5.8734061863587	6.18944258432471	6.21221048386947	6.50093315257447	5.8191130433787
MBP	MBP	6.04699856545286	6.13909539215818	5.86703576631992	5.9696810916298	6.52814251581613	6.10016327369769	6.05820284134473	6.09411264949423	6.53295226990495	6.10684916106697
RPP25	RPP25	6.25081725697365	7.29670032269783	7.42046155496809	6.38547656497326	6.25829415157617	6.40000617589656	7.62618370522784	5.76928015430869	6.32095806186852	6.11050178892646
SOSTDC1	SOSTDC1	4.77995545176387	6.8325481807815	6.05949250466256	7.35318331270759	9.02742296207444	5.58634732810337	4.34917808352887	8.3171331014039	9.75263687695038	5.45938371285627
HRC	HRC	4.88951176162957	4.829208343451	5.33014701085193	5.08544360696297	5.21744347081067	4.93585142839537	4.94411400219948	4.74745975809781	4.87985729747202	4.96566417248231
TMEM133	TMEM133	3.68507159568715	4.67156384964632	5.8509340155142	6.32274443750816	5.88035478748316	6.86439464637211	7.29983475080845	6.90111428058292	6.53641465893448	3.73301739113494
TRIM48	TRIM48	4.21221939130787	4.35903301315039	4.50616288375814	4.21340329414385	4.12622127020702	4.09122213351499	4.33578409543855	4.1754708204368	4.09261166524163	4.34554168847193
HOXC11	HOXC11	5.62405189840775	5.50598268803414	5.74227108816193	5.51923491042001	5.25686661188842	5.3162392646708	5.47789373899419	5.58969434487429	5.33105838832692	5.57855570078777
DOK5	DOK5	11.1039597526015	9.53942910552774	8.99054408571986	7.545956744916	8.276701760872	7.88618161876649	8.17426572757552	8.34625292577414	7.99992888342108	9.2533559945873
HELZ	HELZ	8.99812322299683	8.11052966644661	8.5220532235528	8.55255278034027	8.59799023532863	8.0561618909789	8.91819338987824	8.27279065277764	8.16855475753793	8.32040972124535
MGC33894	MGC33894	5.68155842070532	5.929492571088	5.93734265705529	6.44799313644459	5.73287097029468	6.10729626714073	5.44543509939491	5.98877317251789	5.87634176245135	6.06364490576518
LOC348180	LOC348180	6.33221606306398	6.6567151868111	6.02154832906577	6.35675942512175	6.89694505611358	5.93193884358713	6.14200731000477	5.5892369251544	6.17916513612836	6.00422783995084
ADRB3	ADRB3	5.08953146207159	4.96788172908077	5.06963922304808	4.90465382187372	4.89768382796856	4.85911691429192	5.01946313611058	5.13252012532441	4.90464399213533	4.9531932696417
MPEG1	MPEG1	5.87541152512955	6.66309712555595	5.86541093235234	8.66175059387443	6.31333229868199	7.60806967435502	5.85035206270538	7.9333024579334	8.472753920277	7.44735796229127
PTRH2	PTRH2	10.0131900947529	9.0442968885568	9.22759405798973	8.611424142928	8.86944812843015	8.6056324477911	8.93686839138721	9.11998832670375	8.38620628793598	8.8956537671692
DMD	DMD	4.89816026023655	5.51254432945044	4.52539977303596	6.4195728118801	6.27407225637437	5.50255759949901	5.80139714794092	5.98969072963764	5.83041404400931	4.44486500542015
NDUFA12	NDUFA12	10.5030707650141	11.3994722129804	11.3841952348476	10.9040162200432	10.7373242022134	10.857200813238	10.7862131835133	10.8214209399209	10.8748764091449	11.0698981273466
KRTAP2-4	KRTAP2-4	4.31139535856211	4.67406497600211	4.55762916794935	4.75112394845845	4.33015809197649	5.10453253075743	4.54836733607296	4.60917761067525	4.50882263184058	4.44083533884548
STAMBPL1	STAMBPL1	5.48980411591775	5.41006724807984	5.04643645235832	6.26539027740956	5.74521371760275	6.06758453082001	6.85971458202197	6.02469042817768	6.24643269885927	5.88307971426645
ADCY2	ADCY2	4.49175170708346	4.32811211386558	4.29973988505991	4.64613073067062	4.63724949953342	4.56606251838833	4.64475022248762	4.75702787476688	4.50571101981529	4.5457759147507
KLHL20	KLHL20	6.3242415382656	6.25429338891701	6.1337209234529	6.39285220607232	6.30221608571582	6.12496547866383	6.41957294046223	6.46836923849792	6.7668265062209	6.05668070852043
SRM	SRM	9.29867273966335	8.56912363830603	8.94517178650293	8.15974848542279	8.02774303479315	8.38844330406564	8.5465165267983	8.51700467717084	9.0226209492815	7.5998823176032
OTC	OTC	4.23647936333923	4.09484137977327	4.76864472302112	4.42587114071293	3.9260017538977	5.51180633020332	4.46310598844189	4.13682046587307	3.98900437116092	3.98173963666858
LOC128977	LOC128977	6.859902504699	6.26799436272997	7.87014164819001	6.38484539394446	5.63232342642181	6.06244294895802	5.91622882234998	6.01238345398736	6.16347478349997	6.18198705994504
TMIE	TMIE	5.82284999360426	5.8175231772137	5.79964150562892	5.687835056158	5.78808333996233	5.67675931703645	5.86490882810573	5.88131601574434	5.77679635210816	5.81998228608754
SNX8	SNX8	5.94625432303032	6.21299353449049	6.06951286743479	5.78639437531459	5.1703610835312	5.32999268708595	6.14940881176807	5.68498355759441	6.02554141622725	5.79832396376833
CHURC1	CHURC1	7.83132937823362	7.71737614687696	8.71444058849319	9.52573441953492	9.06915766858279	8.13244481670633	8.2777462638927	8.10033301698451	9.1936787532337	8.11226895454057
KLC2	KLC2	6.59473975880733	6.35274553995537	6.13702880480854	6.36517851208954	6.66105967181198	6.61372495296351	7.18256014817752	6.50847678510886	6.5446019113615	6.78744258734431
HDAC1	HDAC1	9.21696057830847	9.81106938386647	10.4561256416837	9.31635307907126	10.8702192707867	9.40679408223736	10.8138202284575	10.0640995148084	9.4531455174631	10.4367533454761
FAM128A	FAM128A	10.3439777906683	9.945663778794	9.4062095476801	9.6811912194693	10.8925381845992	9.64479873198447	11.4141507422368	9.98148601806699	10.1477086302983	10.1022594385133
FNDC3B	FNDC3B	8.4537151119821	8.23793187583772	8.45347863509854	8.44089944811758	8.03754326753962	8.49147269699664	7.95232596889387	7.95787678940075	8.62650735997513	9.54234527554954
MTCP1	MTCP1	7.64207384429555	7.8980167564198	7.96168284056297	6.93474836910647	7.82071206491605	7.07946297333716	7.63667052794597	7.27726880980855	7.18912462233789	8.22958089967083
WFDC10B	WFDC10B	4.24824899466241	4.31369363756851	4.0054652188804	3.98622910178201	3.99113177318615	3.79756723454021	3.6849932923257	3.89769444372931	4.20888491141704	4.05023278410217
ATRNL1	ATRNL1	4.10896928986263	4.43727102200363	3.98832349424545	3.83883681306241	4.04333673701492	3.80716857910607	6.20093885396984	3.87559947654392	4.44527039784205	4.09161568223586
CAV2	CAV2	9.15674291429664	8.1715127884598	7.00394675784926	9.031158847849	8.59624891340823	8.4512575287117	8.22220794586511	7.96833079128339	9.5692563615115	6.87818490749182
MED26	MED26	6.6407159211085	6.53590752606306	6.85918716849493	6.15520225628398	6.51674829951841	6.35535149973064	6.55193961507648	6.60344807329147	6.54909474771398	6.37119436622454
DUS1L	DUS1L	8.8581327114306	8.88771585211564	9.96219942533449	8.4370931908907	9.03632136985969	8.2829072845106	8.16223549505496	8.3303548019716	8.90654686453425	8.50461983478569
CHRM3	CHRM3	4.83262978396276	4.8830186338978	5.41937439600022	4.63264437573114	4.5155351465679	4.2273851750185	4.3018116796931	4.89796128906195	4.45358174529267	5.99804073371281
NEK9	NEK9	5.6704761300463	5.38636655641919	5.84461852065192	5.39695225656178	5.12107324923025	5.31998806504071	5.44871435113135	5.75883520015668	5.49724202078833	5.74253611008369
WARS2	WARS2	7.59989355163299	7.86285828237593	7.2412274665405	7.36011312719161	8.15885387990218	7.12425859553373	7.23391058036617	7.42854585608883	7.88870210019231	7.26576411015972
TBX22	TBX22	3.19873623094532	3.31050919184204	3.18501286573764	3.14350933517	3.29994078628701	3.15421766449413	3.18405159574938	3.27661998524163	3.35761938668604	3.27310635707415
ASF1A	ASF1A	9.10626356192018	7.34348706430494	7.69819447147259	7.9512144470511	8.54905231466508	7.85512596427371	8.19314210816767	8.84200057448482	7.55069336428974	7.29078806913002
TOMM40	TOMM40	7.72311595162846	7.87020826274535	8.25278942604912	7.048853349592	7.19661068063787	7.12946540530125	7.71690777534574	7.35755254153943	7.37643702700082	8.0600525241686
RP6-213H19.1	RP6-213H19.1	6.54599043454625	5.91182789996556	4.98149150547977	6.01045844547893	6.1788957967626	6.15665451104331	7.34706549381396	5.97932941749282	6.09039756080875	5.71419006284198
TUBGCP5	TUBGCP5	5.79329887930324	6.02270153718865	5.57374251960825	5.47972266940644	4.99800499837299	5.563522615408	6.24462775855145	5.55611729684026	6.15624050191417	6.43594247497354
IGSF6	IGSF6	5.76371608789157	5.4546504671526	5.67838737279218	7.31490320807008	5.54939244921861	6.81313295994441	4.65777223009451	6.47665820793172	7.93765291130263	7.22843442549728
TPPP	TPPP	5.1605685278727	6.23863054512418	5.2835572445214	5.08032635175436	5.89472961300284	5.24274207095793	5.09351524785624	5.55107677821956	5.10500338245973	5.40689202213098
C8orf49	C8orf49	3.32556527321557	3.34005178175034	3.04820596828403	3.01400837758858	3.34776070923089	2.94363212175961	3.71019990278114	3.22166809430123	3.22378196142354	2.93161698896395
GSTM5	GSTM5	5.94275905233077	5.44314261824813	5.3836005471612	6.31653441769038	5.51419020263149	5.8360737655831	6.34326976869244	5.79821873786923	5.44496405852237	5.39204812195244
BTD	BTD	6.64647026780628	7.0543824036547	5.98895913955909	6.59575100657736	7.07927154772967	6.13069058298614	6.51284689647973	6.6015389026304	6.59245863412165	7.9394603081057
PDCD1LG2	PDCD1LG2	4.54100843934294	4.41950646197207	4.5237376966669	5.1342066357477	4.33610238946156	4.6137024744081	4.23192911078861	4.82033675167317	5.19185849437829	4.8311851600274
SNRPB2	SNRPB2	10.6236829338239	10.0673458926048	10.9413295701472	10.0933521159879	10.7134657046797	10.1540913940937	10.3925159262389	10.4550913839065	10.0110647879972	10.7070818792832
ERICH1	ERICH1	7.14332357507385	6.68386126985224	6.68845991845113	7.19226165616974	7.5710278870548	7.44091009048783	5.29207654630827	7.63447230279738	7.42412065837053	6.32484705641635
APOA4	APOA4	5.78157473209954	5.92779360217753	5.90662658955053	5.61636228947587	5.56962664685853	5.21529495727678	5.34833644486262	5.71803466460786	5.39443940495596	5.56963151382651
HOXA11	HOXA11	4.68462525238862	4.70087230871053	4.68755722895711	4.60395973882019	4.52859253606833	4.46407330370794	5.05656726929952	4.62228992855578	4.52698068596492	4.74424658124967
NARG1	NARG1	6.55798305733695	6.14493233890672	6.50873632902479	5.85393798925682	7.35710776796342	5.86819426008828	7.04755829634588	6.45365081620956	6.75750517333467	6.12977242603093
MKX	MKX	4.31442226763523	3.78364463451267	3.29924435813671	4.17536132197212	3.35743857550353	6.13026119774569	5.30907897555596	6.30359166807501	3.80469726007511	3.19228905142666
RAB28	RAB28	7.41823069036613	6.58097249424484	7.50484480397443	6.97231497010576	7.86484952332454	7.39078953910776	7.21957195150813	7.1832381323368	7.60962007368301	7.50479814029686
PKP3	PKP3	6.97348498502539	7.03175655421454	6.69176044865313	6.50260482126453	6.91215831184907	5.40694585381044	6.6129419309158	6.17032425169006	7.6215224977007	7.2131651967074
RPN2	RPN2	11.7026453360054	12.0347516185344	12.7662767517047	11.7586326230934	11.4525384979593	11.7584233076294	11.5816127497403	12.1018445838549	10.9884728535965	12.2535889937396
SH3GL2	SH3GL2	3.51495743408292	3.60082895992475	3.42437634970678	3.3423324334492	4.05945454615229	3.29684494907076	4.18733122981463	3.40111948373817	3.48066744864242	3.51309095312231
CTSO	CTSO	7.35394785079147	7.90598820711942	7.07122452866874	9.06792633509479	9.0347237486195	8.478736297603	8.73011631850363	8.25784157172785	8.57991562366657	8.15683655720989
IL28RA	IL28RA	5.96439710209664	6.20452457875776	5.86299889626419	5.89029962853705	6.02084212903021	6.24558636119624	6.13652339008849	6.2043920379782	5.91461177643602	6.49357012733392
SFMBT1	SFMBT1	8.32891483360904	7.40728553077902	7.75495160567996	7.23099816865275	7.12308589822322	7.593848708852	7.55509566504339	8.20589941863781	7.84864356924641	8.58301147209359
WDR57	WDR57	8.40470228958532	9.12601388615605	9.24360097306745	8.19583940589523	9.71031237882004	8.30240576455811	9.1075539289142	9.03556045093161	8.42286127819791	8.9669413050974
FER1L3	FER1L3	9.82702669859636	9.5548055774488	10.4723312618601	10.3193654801676	9.17003216176306	10.0003671362413	9.234259762731	9.15559525645291	9.9328191142798	10.4999879358591
HSF5	HSF5	3.52175258135964	3.48486971694917	3.55902541073035	3.81850767488213	3.58757266921944	3.65079111649914	3.50060789771202	3.68549598586506	3.6528440979198	3.60918527743164
TTC9B	TTC9B	4.95725059370429	4.78869175164705	5.12407191805946	4.83705387283363	4.80340660077219	4.59096457537586	5.26316258454194	5.16717356158344	5.00917288051082	4.88866522326675
ALB	ALB	3.31398626819023	3.48147574661864	3.16045989287798	3.25420643981519	3.16300205303423	3.1511000223311	3.19955014072262	3.41752304299125	3.03719385246347	3.22574023017016
SORBS3	SORBS3	5.84458595851132	6.02670359389864	6.16775715648375	6.06276819017947	5.69792287309936	5.95705207783381	6.06595693743829	5.8617008887579	5.89676014237575	5.72499453731939
C4BPA	C4BPA	5.33135872681084	6.63399672591353	5.1526591440607	5.04606153305755	5.29476292005324	5.41177603413438	5.5301735289255	5.35995205947715	6.03991336802092	5.487318967399
UPF2	UPF2	9.327784652372	8.19127146523105	8.7099960570338	8.7968460435498	9.19148760045947	8.40502015496931	8.96143697625098	9.67344117915034	9.1482287652614	9.73713828880777
JPH1	JPH1	5.14919853105344	5.05829765294119	4.64204100284285	4.91286385117322	4.72372655465533	4.80704571325569	5.05110486447747	4.8263480219022	5.5778544034119	4.7647953755008
AGBL2	AGBL2	4.01380448918043	6.30010785668144	3.62246611069511	4.25091091435911	6.25064929439652	3.68476509722675	4.43993624198077	4.52997665464256	5.45607574545513	5.86503026309215
DOPEY1	DOPEY1	6.49781042731138	6.54889373801455	6.36984012635442	6.44098281125014	6.59251406665723	6.58549990372908	7.26956503283919	7.11129027590841	6.83420020444249	7.05836438071223
TERF1	TERF1	9.07541745246107	8.44177730646075	8.6730856042403	8.46164817850157	7.82206059479751	8.38304570608172	8.60912191272185	8.64656244548843	8.63274065769461	7.9677776195286
KIF22	KIF22	7.5167171657027	6.74776571904802	7.54930137059829	6.18132198620267	6.7010609444596	6.36512924138927	7.18234736970258	6.9706438658821	6.7702160376852	6.6040904271942
hCG_2020170	hCG_2020170	4.49467348258322	4.72539361557581	4.44741244918114	4.25870389645771	4.30639105864866	3.9886225441749	4.3934626019146	4.46992210087113	4.18132547462127	4.53585070563984
NINJ1	NINJ1	8.23374268539192	7.6650155431719	7.33813394620844	8.2867846143619	8.02635779145682	8.0713476244678	8.11798323461484	7.86579574804942	8.74943235827562	8.05052076840106
SEC61A2	SEC61A2	6.0111479012457	5.6103652466111	6.09169234555902	5.61406725808317	5.58436032113091	5.46083331528975	6.57387424089229	6.49428552399746	5.82421372034472	6.44765748861986
